visitor_id,age,age_group,favorite_event_type,visit_count_2026,feedback_count_2026,avg_rating,engagement_score,data_source
VIS_03603,30,adult,Лекция,3,1,3.0,41.0,synthetic
VIS_03604,28,young,Выставка,4,1,3.0,48.0,synthetic
VIS_03605,39,adult,Лекция,5,2,4.5,67.5,synthetic
VIS_03606,41,adult,Лекция,6,1,3.0,62.0,synthetic
VIS_03607,28,young,Выставка,3,1,4.0,46.0,synthetic
VIS_03608,10,school,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_03609,31,adult,Выставка,6,2,5.0,77.0,synthetic
VIS_03610,46,mature,Творческая встреча,7,1,4.0,74.0,synthetic
VIS_03611,38,adult,Мастер-класс,1,1,3.0,27.0,synthetic
VIS_03612,45,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_03613,44,adult,Выставка,2,0,0.0,14.0,synthetic
VIS_03614,23,young,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03615,39,adult,Творческая встреча,6,2,1.5,59.5,synthetic
VIS_03616,51,mature,Концерт,6,1,4.0,67.0,synthetic
VIS_03617,60,senior,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03618,55,mature,Лекция,3,1,4.0,46.0,synthetic
VIS_03619,37,adult,Лекция,5,0,0.0,35.0,synthetic
VIS_03620,39,adult,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03621,39,adult,Мастер-класс,5,2,5.0,70.0,synthetic
VIS_03622,24,young,Выставка,3,0,0.0,21.0,synthetic
VIS_03623,25,young,Лекция,2,1,3.0,34.0,synthetic
VIS_03624,32,adult,Концерт,4,1,4.0,53.0,synthetic
VIS_03625,60,senior,Лекция,1,0,0.0,7.0,synthetic
VIS_03626,43,adult,Творческая встреча,4,2,3.0,53.0,synthetic
VIS_03627,39,adult,Лекция,4,2,4.0,58.0,synthetic
VIS_03628,40,adult,Мастер-класс,4,0,0.0,28.0,synthetic
VIS_03629,27,young,Лекция,2,0,0.0,14.0,synthetic
VIS_03630,27,young,Творческая встреча,1,1,5.0,37.0,synthetic
VIS_03631,41,adult,Творческая встреча,4,1,4.0,53.0,synthetic
VIS_03632,27,young,Лекция,4,1,5.0,58.0,synthetic
VIS_03633,46,mature,Выставка,1,0,0.0,7.0,synthetic
VIS_03634,23,young,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_03635,45,mature,Выставка,6,0,0.0,42.0,synthetic
VIS_03636,39,adult,Концерт,3,1,3.0,41.0,synthetic
VIS_03637,53,mature,Концерт,1,0,0.0,7.0,synthetic
VIS_03638,48,mature,Лекция,3,0,0.0,21.0,synthetic
VIS_03639,34,adult,Выставка,1,0,0.0,7.0,synthetic
VIS_03640,37,adult,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03641,46,mature,Лекция,9,1,3.0,83.0,synthetic
VIS_03642,50,mature,Концерт,6,2,2.5,64.5,synthetic
VIS_03643,26,young,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_03644,10,school,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_03645,21,young,Лекция,1,0,0.0,7.0,synthetic
VIS_03646,51,mature,Лекция,5,0,0.0,35.0,synthetic
VIS_03647,53,mature,Лекция,3,1,4.0,46.0,synthetic
VIS_03648,40,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_03649,39,adult,Лекция,1,1,5.0,37.0,synthetic
VIS_03650,18,young,Лекция,1,0,0.0,7.0,synthetic
VIS_03651,28,young,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03652,39,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_03653,30,adult,Лекция,6,1,3.0,62.0,synthetic
VIS_03654,23,young,Концерт,1,0,0.0,7.0,synthetic
VIS_03655,26,young,Мастер-класс,2,1,3.0,34.0,synthetic
VIS_03656,30,adult,Выставка,3,0,0.0,21.0,synthetic
VIS_03657,24,young,Концерт,5,0,0.0,35.0,synthetic
VIS_03658,40,adult,Концерт,10,0,0.0,70.0,synthetic
VIS_03659,52,mature,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_03660,43,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_03661,25,young,Лекция,3,1,3.0,41.0,synthetic
VIS_03662,49,mature,Лекция,9,3,4.0,98.0,synthetic
VIS_03663,47,mature,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03664,61,senior,Выставка,3,0,0.0,21.0,synthetic
VIS_03665,22,young,Лекция,4,0,0.0,28.0,synthetic
VIS_03666,33,adult,Лекция,6,0,0.0,42.0,synthetic
VIS_03667,44,adult,Творческая встреча,4,1,3.0,48.0,synthetic
VIS_03668,41,adult,Концерт,2,0,0.0,14.0,synthetic
VIS_03669,38,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_03670,19,young,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03671,33,adult,Творческая встреча,4,1,4.0,53.0,synthetic
VIS_03672,47,mature,Выставка,5,3,3.67,68.4,synthetic
VIS_03673,38,adult,Выставка,2,0,0.0,14.0,synthetic
VIS_03674,29,young,Концерт,2,0,0.0,14.0,synthetic
VIS_03675,42,adult,Лекция,1,1,4.0,32.0,synthetic
VIS_03676,54,mature,Концерт,1,1,5.0,37.0,synthetic
VIS_03677,50,mature,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03678,42,adult,Лекция,4,1,5.0,58.0,synthetic
VIS_03679,32,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_03680,57,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_03681,32,adult,Выставка,7,1,5.0,79.0,synthetic
VIS_03682,36,adult,Выставка,3,0,0.0,21.0,synthetic
VIS_03683,40,adult,Выставка,1,0,0.0,7.0,synthetic
VIS_03684,54,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_03685,29,young,Выставка,3,1,3.0,41.0,synthetic
VIS_03686,34,adult,Лекция,6,1,5.0,72.0,synthetic
VIS_03687,46,mature,Выставка,2,1,4.0,39.0,synthetic
VIS_03688,38,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_03689,31,adult,Концерт,2,0,0.0,14.0,synthetic
VIS_03690,40,adult,Лекция,6,1,5.0,72.0,synthetic
VIS_03691,40,adult,Лекция,1,1,5.0,37.0,synthetic
VIS_03692,28,young,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03693,29,young,Концерт,1,0,0.0,7.0,synthetic
VIS_03694,43,adult,Лекция,7,1,5.0,79.0,synthetic
VIS_03695,32,adult,Лекция,4,1,5.0,58.0,synthetic
VIS_03696,41,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_03697,28,young,Лекция,2,0,0.0,14.0,synthetic
VIS_03698,35,adult,Мастер-класс,2,0,0.0,14.0,synthetic
VIS_03699,30,adult,Лекция,5,0,0.0,35.0,synthetic
VIS_03700,59,mature,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03701,33,adult,Творческая встреча,4,1,3.0,48.0,synthetic
VIS_03702,56,mature,Лекция,1,1,5.0,37.0,synthetic
VIS_03703,30,adult,Выставка,4,0,0.0,28.0,synthetic
VIS_03704,33,adult,Лекция,3,0,0.0,21.0,synthetic
VIS_03705,58,mature,Творческая встреча,1,1,3.0,27.0,synthetic
VIS_03706,35,adult,Концерт,1,0,0.0,7.0,synthetic
VIS_03707,55,mature,Лекция,5,1,4.0,60.0,synthetic
VIS_03708,27,young,Концерт,4,1,3.0,48.0,synthetic
VIS_03709,46,mature,Выставка,1,0,0.0,7.0,synthetic
VIS_03710,24,young,Лекция,8,0,0.0,56.0,synthetic
VIS_03711,68,senior,Выставка,1,0,0.0,7.0,synthetic
VIS_03712,26,young,Лекция,2,0,0.0,14.0,synthetic
VIS_03713,32,adult,Лекция,6,1,3.0,62.0,synthetic
VIS_03714,25,young,Концерт,4,1,4.0,53.0,synthetic
VIS_03715,61,senior,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03716,50,mature,Концерт,1,0,0.0,7.0,synthetic
VIS_03717,33,adult,Выставка,4,1,4.0,53.0,synthetic
VIS_03718,58,mature,Выставка,1,0,0.0,7.0,synthetic
VIS_03719,30,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_03720,41,adult,Лекция,4,0,0.0,28.0,synthetic
VIS_03721,28,young,Лекция,3,1,5.0,51.0,synthetic
VIS_03722,35,adult,Лекция,6,0,0.0,42.0,synthetic
VIS_03723,37,adult,Творческая встреча,2,0,0.0,14.0,synthetic
VIS_03724,46,mature,Лекция,1,1,3.0,27.0,synthetic
VIS_03725,38,adult,Выставка,1,1,4.0,32.0,synthetic
VIS_03726,37,adult,Концерт,1,0,0.0,7.0,synthetic
VIS_03727,22,young,Выставка,1,0,0.0,7.0,synthetic
VIS_03728,28,young,Выставка,4,1,5.0,58.0,synthetic
VIS_03729,48,mature,Лекция,4,0,0.0,28.0,synthetic
VIS_03730,32,adult,Творческая встреча,6,1,5.0,72.0,synthetic
VIS_03731,45,mature,Выставка,3,1,4.0,46.0,synthetic
VIS_03732,16,school,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03733,50,mature,Творческая встреча,5,2,4.5,67.5,synthetic
VIS_03734,16,school,Выставка,1,0,0.0,7.0,synthetic
VIS_03735,49,mature,Лекция,5,1,5.0,65.0,synthetic
VIS_03736,36,adult,Лекция,3,0,0.0,21.0,synthetic
VIS_03737,61,senior,Лекция,1,0,0.0,7.0,synthetic
VIS_03738,36,adult,Мастер-класс,1,1,3.0,27.0,synthetic
VIS_03739,34,adult,Выставка,3,0,0.0,21.0,synthetic
VIS_03740,32,adult,Творческая встреча,3,0,0.0,21.0,synthetic
VIS_03741,47,mature,Творческая встреча,9,2,4.5,95.5,synthetic
VIS_03742,58,mature,Лекция,1,1,5.0,37.0,synthetic
VIS_03743,34,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_03744,44,adult,Лекция,5,0,0.0,35.0,synthetic
VIS_03745,60,senior,Выставка,1,0,0.0,7.0,synthetic
VIS_03746,30,adult,Концерт,1,0,0.0,7.0,synthetic
VIS_03747,37,adult,Творческая встреча,3,0,0.0,21.0,synthetic
VIS_03748,30,adult,Творческая встреча,8,0,0.0,56.0,synthetic
VIS_03749,44,adult,Лекция,4,1,3.0,48.0,synthetic
VIS_03750,43,adult,Концерт,4,1,3.0,48.0,synthetic
VIS_03751,41,adult,Концерт,2,1,5.0,44.0,synthetic
VIS_03752,32,adult,Мастер-класс,6,1,1.0,52.0,synthetic
VIS_03753,31,adult,Лекция,3,0,0.0,21.0,synthetic
VIS_03754,32,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_03755,43,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_03756,39,adult,Выставка,6,0,0.0,42.0,synthetic
VIS_03757,34,adult,Лекция,5,0,0.0,35.0,synthetic
VIS_03758,19,young,Лекция,1,0,0.0,7.0,synthetic
VIS_03759,18,young,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03760,29,young,Выставка,11,3,3.67,100.0,synthetic
VIS_03761,25,young,Концерт,3,1,5.0,51.0,synthetic
VIS_03762,26,young,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03763,32,adult,Выставка,7,0,0.0,49.0,synthetic
VIS_03764,40,adult,Мастер-класс,3,1,2.0,36.0,synthetic
VIS_03765,37,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_03766,40,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_03767,59,mature,Выставка,1,1,4.0,32.0,synthetic
VIS_03768,36,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_03769,40,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_03770,41,adult,Лекция,9,0,0.0,63.0,synthetic
VIS_03771,32,adult,Лекция,12,2,4.0,100.0,synthetic
VIS_03772,42,adult,Концерт,5,1,5.0,65.0,synthetic
VIS_03773,33,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_03774,32,adult,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03775,24,young,Лекция,1,0,0.0,7.0,synthetic
VIS_03776,52,mature,Творческая встреча,8,2,2.5,78.5,synthetic
VIS_03777,57,mature,Мастер-класс,2,0,0.0,14.0,synthetic
VIS_03778,21,young,Мастер-класс,5,0,0.0,35.0,synthetic
VIS_03779,31,adult,Творческая встреча,8,1,5.0,86.0,synthetic
VIS_03780,58,mature,Творческая встреча,5,0,0.0,35.0,synthetic
VIS_03781,48,mature,Лекция,3,0,0.0,21.0,synthetic
VIS_03782,46,mature,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03783,47,mature,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_03784,23,young,Мастер-класс,7,1,1.0,59.0,synthetic
VIS_03785,22,young,Концерт,4,1,1.0,38.0,synthetic
VIS_03786,33,adult,Выставка,2,0,0.0,14.0,synthetic
VIS_03787,38,adult,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03788,45,mature,Выставка,1,0,0.0,7.0,synthetic
VIS_03789,19,young,Лекция,1,1,5.0,37.0,synthetic
VIS_03790,50,mature,Выставка,6,0,0.0,42.0,synthetic
VIS_03791,56,mature,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03792,56,mature,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03793,20,young,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03794,27,young,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_03795,21,young,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_03796,38,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_03797,21,young,Лекция,1,0,0.0,7.0,synthetic
VIS_03798,32,adult,Лекция,4,1,5.0,58.0,synthetic
VIS_03799,64,senior,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03800,26,young,Лекция,3,2,4.0,51.0,synthetic
VIS_03801,44,adult,Выставка,9,2,4.5,95.5,synthetic
VIS_03802,16,school,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03803,40,adult,Лекция,7,0,0.0,49.0,synthetic
VIS_03804,45,mature,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_03805,44,adult,Лекция,6,1,3.0,62.0,synthetic
VIS_03806,27,young,Концерт,1,0,0.0,7.0,synthetic
VIS_03807,18,young,Концерт,1,0,0.0,7.0,synthetic
VIS_03808,49,mature,Концерт,3,0,0.0,21.0,synthetic
VIS_03809,32,adult,Творческая встреча,4,2,5.0,63.0,synthetic
VIS_03810,35,adult,Лекция,7,1,5.0,79.0,synthetic
VIS_03811,38,adult,Выставка,12,3,4.0,100.0,synthetic
VIS_03812,45,mature,Лекция,7,1,4.0,74.0,synthetic
VIS_03813,43,adult,Концерт,3,0,0.0,21.0,synthetic
VIS_03814,51,mature,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03815,51,mature,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03816,36,adult,Мастер-класс,3,0,0.0,21.0,synthetic
VIS_03817,65,senior,Выставка,3,1,4.0,46.0,synthetic
VIS_03818,30,adult,Лекция,5,0,0.0,35.0,synthetic
VIS_03819,45,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_03820,25,young,Творческая встреча,4,0,0.0,28.0,synthetic
VIS_03821,58,mature,Выставка,4,0,0.0,28.0,synthetic
VIS_03822,41,adult,Лекция,8,1,5.0,86.0,synthetic
VIS_03823,44,adult,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03824,64,senior,Лекция,1,1,4.0,32.0,synthetic
VIS_03825,20,young,Мастер-класс,1,1,5.0,37.0,synthetic
VIS_03826,53,mature,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_03827,39,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_03828,45,mature,Лекция,6,1,5.0,72.0,synthetic
VIS_03829,30,adult,Творческая встреча,12,1,3.0,100.0,synthetic
VIS_03830,48,mature,Творческая встреча,1,1,3.0,27.0,synthetic
VIS_03831,47,mature,Выставка,4,1,5.0,58.0,synthetic
VIS_03832,35,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_03833,47,mature,Творческая встреча,4,0,0.0,28.0,synthetic
VIS_03834,35,adult,Мастер-класс,2,0,0.0,14.0,synthetic
VIS_03835,51,mature,Творческая встреча,2,2,5.0,49.0,synthetic
VIS_03836,55,mature,Творческая встреча,3,1,5.0,51.0,synthetic
VIS_03837,24,young,Лекция,3,1,3.0,41.0,synthetic
VIS_03838,37,adult,Творческая встреча,7,2,4.5,81.5,synthetic
VIS_03839,46,mature,Концерт,2,1,3.0,34.0,synthetic
VIS_03840,45,mature,Лекция,3,0,0.0,21.0,synthetic
VIS_03841,55,mature,Концерт,2,0,0.0,14.0,synthetic
VIS_03842,52,mature,Лекция,3,1,4.0,46.0,synthetic
VIS_03843,70,senior,Выставка,1,0,0.0,7.0,synthetic
VIS_03844,32,adult,Выставка,3,0,0.0,21.0,synthetic
VIS_03845,35,adult,Мастер-класс,4,0,0.0,28.0,synthetic
VIS_03846,28,young,Выставка,4,2,3.5,55.5,synthetic
VIS_03847,28,young,Мастер-класс,1,1,3.0,27.0,synthetic
VIS_03848,44,adult,Мастер-класс,5,0,0.0,35.0,synthetic
VIS_03849,34,adult,Выставка,2,0,0.0,14.0,synthetic
VIS_03850,46,mature,Лекция,3,1,5.0,51.0,synthetic
VIS_03851,62,senior,Лекция,1,0,0.0,7.0,synthetic
VIS_03852,22,young,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03853,39,adult,Творческая встреча,1,1,5.0,37.0,synthetic
VIS_03854,30,adult,Выставка,2,1,4.0,39.0,synthetic
VIS_03855,32,adult,Творческая встреча,3,1,4.0,46.0,synthetic
VIS_03856,22,young,Лекция,1,0,0.0,7.0,synthetic
VIS_03857,52,mature,Выставка,1,0,0.0,7.0,synthetic
VIS_03858,41,adult,Выставка,3,0,0.0,21.0,synthetic
VIS_03859,43,adult,Концерт,2,0,0.0,14.0,synthetic
VIS_03860,42,adult,Выставка,5,0,0.0,35.0,synthetic
VIS_03861,43,adult,Творческая встреча,7,1,3.0,69.0,synthetic
VIS_03862,37,adult,Концерт,3,0,0.0,21.0,synthetic
VIS_03863,55,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_03864,50,mature,Выставка,1,0,0.0,7.0,synthetic
VIS_03865,57,mature,Лекция,2,0,0.0,14.0,synthetic
VIS_03866,32,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_03867,38,adult,Мастер-класс,8,2,4.0,86.0,synthetic
VIS_03868,48,mature,Творческая встреча,1,1,5.0,37.0,synthetic
VIS_03869,64,senior,Лекция,1,0,0.0,7.0,synthetic
VIS_03870,21,young,Лекция,2,0,0.0,14.0,synthetic
VIS_03871,36,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_03872,50,mature,Выставка,1,0,0.0,7.0,synthetic
VIS_03873,47,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_03874,18,young,Лекция,1,1,5.0,37.0,synthetic
VIS_03875,38,adult,Лекция,4,0,0.0,28.0,synthetic
VIS_03876,33,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_03877,38,adult,Концерт,5,1,5.0,65.0,synthetic
VIS_03878,36,adult,Творческая встреча,3,3,3.33,52.6,synthetic
VIS_03879,48,mature,Концерт,4,1,1.0,38.0,synthetic
VIS_03880,37,adult,Мастер-класс,5,1,5.0,65.0,synthetic
VIS_03881,35,adult,Выставка,1,1,3.0,27.0,synthetic
VIS_03882,28,young,Лекция,3,0,0.0,21.0,synthetic
VIS_03883,52,mature,Лекция,2,1,1.0,24.0,synthetic
VIS_03884,36,adult,Мастер-класс,1,1,5.0,37.0,synthetic
VIS_03885,45,mature,Лекция,5,0,0.0,35.0,synthetic
VIS_03886,40,adult,Мастер-класс,2,0,0.0,14.0,synthetic
VIS_03887,37,adult,Лекция,5,3,3.67,68.4,synthetic
VIS_03888,42,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_03889,47,mature,Лекция,1,1,5.0,37.0,synthetic
VIS_03890,30,adult,Лекция,7,0,0.0,49.0,synthetic
VIS_03891,35,adult,Лекция,3,0,0.0,21.0,synthetic
VIS_03892,39,adult,Творческая встреча,4,0,0.0,28.0,synthetic
VIS_03893,43,adult,Творческая встреча,8,2,4.0,86.0,synthetic
VIS_03894,23,young,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03895,24,young,Творческая встреча,2,0,0.0,14.0,synthetic
VIS_03896,52,mature,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_03897,44,adult,Лекция,2,1,5.0,44.0,synthetic
VIS_03898,43,adult,Выставка,4,1,5.0,58.0,synthetic
VIS_03899,40,adult,Мастер-класс,3,0,0.0,21.0,synthetic
VIS_03900,20,young,Концерт,4,1,4.0,53.0,synthetic
VIS_03901,62,senior,Лекция,2,0,0.0,14.0,synthetic
VIS_03902,29,young,Выставка,2,1,5.0,44.0,synthetic
VIS_03903,33,adult,Лекция,5,0,0.0,35.0,synthetic
VIS_03904,46,mature,Выставка,2,1,3.0,34.0,synthetic
VIS_03905,58,mature,Лекция,5,1,4.0,60.0,synthetic
VIS_03906,35,adult,Мастер-класс,5,1,5.0,65.0,synthetic
VIS_03907,44,adult,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03908,52,mature,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_03909,41,adult,Выставка,3,0,0.0,21.0,synthetic
VIS_03910,40,adult,Лекция,7,0,0.0,49.0,synthetic
VIS_03911,29,young,Творческая встреча,3,0,0.0,21.0,synthetic
VIS_03912,43,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_03913,20,young,Лекция,3,0,0.0,21.0,synthetic
VIS_03914,35,adult,Лекция,5,0,0.0,35.0,synthetic
VIS_03915,35,adult,Лекция,5,2,4.5,67.5,synthetic
VIS_03916,40,adult,Творческая встреча,2,0,0.0,14.0,synthetic
VIS_03917,47,mature,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_03918,23,young,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_03919,52,mature,Лекция,4,1,5.0,58.0,synthetic
VIS_03920,38,adult,Концерт,3,1,5.0,51.0,synthetic
VIS_03921,25,young,Концерт,5,0,0.0,35.0,synthetic
VIS_03922,38,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_03923,27,young,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03924,34,adult,Выставка,3,0,0.0,21.0,synthetic
VIS_03925,37,adult,Лекция,2,1,5.0,44.0,synthetic
VIS_03926,52,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_03927,23,young,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_03928,50,mature,Лекция,1,0,0.0,7.0,synthetic
VIS_03929,51,mature,Концерт,1,0,0.0,7.0,synthetic
VIS_03930,47,mature,Мастер-класс,11,4,4.75,100.0,synthetic
VIS_03931,30,adult,Творческая встреча,1,1,2.0,22.0,synthetic
VIS_03932,41,adult,Выставка,1,1,5.0,37.0,synthetic
VIS_03933,32,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_03934,27,young,Творческая встреча,3,0,0.0,21.0,synthetic
VIS_03935,35,adult,Лекция,12,2,4.0,100.0,synthetic
VIS_03936,30,adult,Лекция,2,1,4.0,39.0,synthetic
VIS_03937,52,mature,Лекция,4,1,4.0,53.0,synthetic
VIS_03938,55,mature,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_03939,36,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_03940,30,adult,Лекция,3,2,5.0,56.0,synthetic
VIS_03941,38,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_03942,51,mature,Выставка,2,1,3.0,34.0,synthetic
VIS_03943,26,young,Мастер-класс,2,1,3.0,34.0,synthetic
VIS_03944,46,mature,Концерт,3,0,0.0,21.0,synthetic
VIS_03945,33,adult,Выставка,13,2,4.5,100.0,synthetic
VIS_03946,30,adult,Концерт,1,0,0.0,7.0,synthetic
VIS_03947,25,young,Лекция,7,1,5.0,79.0,synthetic
VIS_03948,48,mature,Творческая встреча,1,1,3.0,27.0,synthetic
VIS_03949,43,adult,Лекция,4,3,4.33,64.6,synthetic
VIS_03950,33,adult,Концерт,1,0,0.0,7.0,synthetic
VIS_03951,37,adult,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03952,33,adult,Концерт,1,1,2.0,22.0,synthetic
VIS_03953,41,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_03954,16,school,Мастер-класс,1,1,4.0,32.0,synthetic
VIS_03955,42,adult,Выставка,3,2,4.0,51.0,synthetic
VIS_03956,35,adult,Выставка,5,1,5.0,65.0,synthetic
VIS_03957,54,mature,Лекция,3,1,2.0,36.0,synthetic
VIS_03958,17,school,Концерт,1,0,0.0,7.0,synthetic
VIS_03959,28,young,Мастер-класс,1,1,5.0,37.0,synthetic
VIS_03960,46,mature,Лекция,9,1,5.0,93.0,synthetic
VIS_03961,29,young,Лекция,3,0,0.0,21.0,synthetic
VIS_03962,32,adult,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03963,42,adult,Выставка,1,0,0.0,7.0,synthetic
VIS_03964,37,adult,Мастер-класс,1,1,5.0,37.0,synthetic
VIS_03965,30,adult,Лекция,6,0,0.0,42.0,synthetic
VIS_03966,49,mature,Творческая встреча,1,0,0.0,7.0,synthetic
VIS_03967,28,young,Творческая встреча,1,1,5.0,37.0,synthetic
VIS_03968,26,young,Лекция,5,0,0.0,35.0,synthetic
VIS_03969,39,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_03970,28,young,Выставка,1,0,0.0,7.0,synthetic
VIS_03971,19,young,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_03972,44,adult,Лекция,2,0,0.0,14.0,synthetic
VIS_03973,36,adult,Творческая встреча,4,0,0.0,28.0,synthetic
VIS_03974,58,mature,Лекция,1,1,3.0,27.0,synthetic
VIS_03975,27,young,Лекция,1,0,0.0,7.0,synthetic
VIS_03976,48,mature,Творческая встреча,1,1,3.0,27.0,synthetic
VIS_03977,22,young,Выставка,3,0,0.0,21.0,synthetic
VIS_03978,22,young,Творческая встреча,7,2,2.5,71.5,synthetic
VIS_03979,45,mature,Творческая встреча,7,0,0.0,49.0,synthetic
VIS_03980,31,adult,Лекция,1,0,0.0,7.0,synthetic
VIS_03981,42,adult,Лекция,2,1,4.0,39.0,synthetic
VIS_03982,29,young,Выставка,2,0,0.0,14.0,synthetic
VIS_03983,53,mature,Лекция,1,1,3.0,27.0,synthetic
VIS_03984,34,adult,Концерт,4,0,0.0,28.0,synthetic
VIS_03985,28,young,Лекция,1,0,0.0,7.0,synthetic
VIS_03986,30,adult,Концерт,2,1,4.0,39.0,synthetic
VIS_03987,24,young,Лекция,2,0,0.0,14.0,synthetic
VIS_03988,22,young,Концерт,4,1,5.0,58.0,synthetic
VIS_03989,41,adult,Мастер-класс,1,0,0.0,7.0,synthetic
VIS_03990,16,school,Концерт,3,1,5.0,51.0,synthetic
VIS_03991,49,mature,Концерт,2,0,0.0,14.0,synthetic
VIS_03992,41,adult,Выставка,3,0,0.0,21.0,synthetic
VIS_03993,28,young,Лекция,1,0,0.0,7.0,synthetic
VIS_03994,39,adult,Лекция,5,1,4.0,60.0,synthetic
VIS_03995,43,adult,Мастер-класс,2,1,1.0,24.0,synthetic
VIS_03996,49,mature,Творческая встреча,4,1,4.0,53.0,synthetic
VIS_03997,19,young,Лекция,4,2,4.0,58.0,synthetic
VIS_03998,64,senior,Выставка,1,1,5.0,37.0,synthetic
VIS_03999,49,mature,Мастер-класс,2,0,0.0,14.0,synthetic
VIS_04000,25,young,Выставка,3,1,3.0,41.0,synthetic
VIS_04001,47,mature,Лекция,8,1,5.0,86.0,synthetic
VIS_04002,30,adult,Выставка,5,0,0.0,35.0,synthetic
VIS_04003,59,mature,Лекция,1,0,0.0,7.0,synthetic
